AccusedMasterID,CaseMasterID,AccusedName,AgeYear,GenderID,PersonID
2775,1094,Chatura Varkey,19,M,A2
2776,1095,Bhavani Khalsa,63,F,A1
2777,1095,Girindra Balan,61,M,A2
2778,1095,Charles Mittal,21,M,A3
2779,1096,Ansh Narayanan,60,M,A1
2780,1097,Orinder Bakshi,49,M,A1
2781,1097,Yatin Parmar,52,M,A2
2782,1097,Qarin Chatterjee,56,M,A3
2783,1097,Logan Toor,51,M,A4
2784,1098,Sathvik Sarna,51,M,A1
2785,1098,Faras Garde,19,M,A2
2786,1099,Frederick Yogi,52,M,A1
2787,1099,Lakshmi Gandhi,24,F,A2
2788,1099,Aayush Mitter,59,M,A3
2789,1100,Liam Shenoy,19,M,A1
2790,1100,Xavier Master,41,M,A2
2791,1101,Rishi Pathak,34,M,A1
2792,1101,Avi Reddy,41,M,A2
2793,1101,Brijesh Doctor,60,M,A3
2794,1101,Orinder Bal,24,M,A4
2795,1102,Bakhshi Sant,59,M,A1
2796,1103,Chandresh Dugar,64,M,A1
2797,1103,Dakshesh Cheema,17,M,A2
2798,1104,Samarth Bera,33,M,A1
2799,1105,Rushil Gokhale,29,M,A1
2800,1105,Advay Ratta,27,M,A2
2801,1106,Samarth Golla,65,M,A1
2802,1106,Raghav Madan,20,M,A2
2803,1106,Gautam Bahl,54,M,A3
2804,1107,Arjun Raghavan,29,M,A1
2805,1107,Bakhshi Muni,37,M,A2
2806,1108,Anay De,65,M,A1
2807,1108,Kabir Kala,16,M,A2
2808,1108,Pranav Mishra,63,M,A3
2809,1108,Orinder Sarin,22,M,A4
2810,1109,Luke Divan,38,M,A1
2811,1110,David Swamy,41,M,A1
2812,1111,Lakshit Shankar,33,M,A1
2813,1112,Xalak Joshi,16,F,A1
2814,1112,Yatan Bansal,62,M,A2
2815,1112,Arjun More,52,M,A3
2816,1113,Robert Dhar,53,M,A1
2817,1113,Henry Savant,31,M,A2
2818,1113,Maanas Pandya,48,M,A3
2819,1114,Balhaar Bose,47,M,A1
2820,1114,William Iyengar,34,M,A2
2821,1115,Ethan Borah,19,M,A1
2822,1116,Elijah Chand,40,M,A1
2823,1116,Liam Bakshi,63,M,A2
2824,1116,Balvan Kashyap,22,M,A3
2825,1117,Ranveer Muni,47,M,A1
2826,1117,Aashi Talwar,53,F,A2
2827,1118,Gopal Vasa,54,M,A1
2828,1118,Madhav Ghose,60,M,A2
2829,1118,Dakshesh Kannan,51,M,A3
2830,1118,Ekbal Mishra,38,M,A4
2831,1119,Ayush Saha,23,M,A1
2832,1120,Ekalinga Dave,30,M,A1
2833,1121,Nakul Saxena,54,M,A1
2834,1121,Shivansh Mannan,33,M,A2
2835,1121,Akshay Mammen,58,M,A3
2836,1122,Finn Lall,42,M,A1
2837,1122,Kiaan Kapadia,50,M,A2
2838,1122,Qabil Sanghvi,46,M,A3
2839,1123,Samarth Rana,19,M,A1
2840,1124,Warda Buch,31,F,A1
2841,1124,Chakradev Dewan,30,M,A2
2842,1125,Reyansh Johal,48,M,A1
2843,1125,Peter Tak,31,M,A2
2844,1125,William Mahajan,52,M,A3
2845,1125,Nakul Ravel,58,M,A4
2846,1126,Pranav Sahota,57,M,A1
2847,1126,Ranbir Sami,23,M,A2
2848,1127,Ranbir Ranganathan,60,M,A1
2849,1128,Joshua Chander,30,M,A1
2850,1128,Matthew Uppal,60,M,A2
2851,1128,Ronith Mallick,34,M,A3
2852,1129,Hitesh Ganesan,59,M,A1
2853,1129,Ekavir Edwin,33,M,A2
2854,1130,Siddharth Kumer,45,M,A1
2855,1131,Irya Deshpande,53,F,A1
2856,1131,Luke Deol,39,M,A2
2857,1132,Michael Rastogi,22,M,A1
2858,1133,Abeer Babu,57,M,A1
2859,1133,Gopal Murty,21,M,A2
2860,1133,Avi Natt,50,M,A3
2861,1133,Gopal Sami,26,M,A4
2862,1134,Baljiwan Master,49,M,A1
2863,1134,Ayush Naidu,60,M,A2
2864,1134,Utkarsh Srivastava,38,T,A3
2865,1135,Patrick Jayaraman,29,M,A1
2866,1135,Amol Bansal,29,M,A2
2867,1135,Veer Yohannan,46,M,A3
2868,1135,Aadhya Chand,21,T,A4
2869,1136,Arya Tank,57,F,A1
2870,1136,Andrew Narula,61,M,A2
2871,1136,Hitesh Naik,35,M,A3
2872,1137,Quincy Choudhury,28,M,A1
2873,1137,Qushi Maharaj,55,T,A2
2874,1137,Dev Misra,59,M,A3
2875,1137,Falan Bassi,32,M,A4
2876,1138,Naveen Agate,35,M,A1
2877,1138,Chandresh Dhillon,56,M,A2
2878,1138,Pranit Nayar,47,M,A3
2879,1138,Qarin Ghose,48,M,A4
2880,1139,Bakhshi Sarna,53,M,A1
2881,1140,Tarak Raman,20,M,A1
2882,1141,Neel Kalita,55,M,A1
2883,1141,Arin Dalal,34,M,A2
2884,1141,Chatura Singhal,20,M,A3
2885,1142,Harsh Dayal,28,M,A1
2886,1142,Jeet Dora,54,M,A2
2887,1142,Harish Yogi,47,M,A3
2888,1142,Rushil Bobal,35,M,A4
2889,1143,Kiaan Dara,20,M,A1
2890,1143,Faras Bobal,46,M,A2
2891,1143,Omkaar Borah,45,M,A3
2892,1143,Darpan Bhatnagar,44,M,A4
2893,1144,Manan Rege,64,M,A1
2894,1144,Gaurav Raghavan,21,M,A2
2895,1144,Daniel Tak,22,M,A3
2896,1144,William Atwal,48,M,A4
2897,1145,Darsh Prasad,49,M,A1
2898,1146,Kabir Palla,59,M,A1
2899,1146,Harsh Patil,21,M,A2
2900,1147,Rushil Shenoy,30,M,A1
2901,1147,Chaitanya Issac,38,M,A2
2902,1148,Faqid Dalal,26,M,A1
2903,1148,Baljiwan Goyal,30,M,A2
2904,1149,Hardik Kumer,16,M,A1
2905,1149,Ranveer Rama,27,M,A2
2906,1149,Dayamai Jaggi,40,F,A3
2907,1150,Gaurav Brar,22,M,A1
2908,1150,Ishaan Majumdar,29,M,A2
2909,1151,Abhimanyu Rajagopalan,39,M,A1
2910,1151,Balvan Manne,27,M,A2
2911,1151,Daksh Deep,63,M,A3
2912,1152,Onveer Maharaj,49,M,A1
2913,1153,Kabir Seth,51,M,A1
2914,1154,Imaran Iyengar,36,M,A1
2915,1154,Azaan Bala,25,M,A2
2916,1154,Manbir Varty,29,M,A3
2917,1155,Isha Gulati,48,F,A1
2918,1155,Jacob Kakar,44,M,A2
2919,1156,Tanish Maharaj,30,M,A1
2920,1156,Timothy Palla,34,M,A2
2921,1157,Zashil Balan,29,M,A1
2922,1158,Udarsh Palla,39,M,A1
2923,1158,Raksha Wason,45,F,A2
2924,1158,Om Narang,18,M,A3
2925,1159,Jagdish Toor,21,M,A1
2926,1160,Raghav Chakrabarti,23,M,A1
2927,1160,Hardik Oak,34,M,A2
2928,1160,Aarav Nigam,46,M,A3
2929,1161,Wriddhish Jha,61,M,A1
2930,1161,Azaan Srivastava,37,M,A2
2931,1162,Jeremiah Wadhwa,41,M,A1
2932,1162,Reyansh Kothari,52,M,A2
2933,1162,Tanay Raval,17,M,A3
2934,1162,Indali Chaudhari,62,F,A4
2935,1163,Samaksh Gokhale,50,M,A1
2936,1163,Jatin Jayaraman,24,M,A2
2937,1163,Oliver Morar,62,M,A3
2938,1163,Advay Dalal,32,M,A4
2939,1164,Gautam Chacko,16,M,A1
2940,1165,Guneet Parmer,34,M,A1
2941,1165,Ishaan Lad,18,M,A2
2942,1165,Tristan Garde,38,M,A3
2943,1166,Darpan Panchal,60,M,A1
2944,1166,Qarin Raja,37,M,A2
2945,1166,Manan Bhagat,36,M,A3
2946,1166,Vincent Manda,27,M,A4
2947,1167,Victor Shetty,52,M,A1
2948,1168,Sanaya Mand,33,F,A1
2949,1168,Harshil Khatri,37,M,A2
2950,1168,Zaid Virk,16,M,A3
2951,1169,Faras Loyal,64,M,A1
2952,1170,Eiravati Kata,24,F,A1
2953,1171,Anthony Ravi,40,M,A1
2954,1171,Hritik Kota,37,M,A2
2955,1171,Robert Bala,44,M,A3
2956,1171,Elijah Sami,44,M,A4
2957,1172,Ethan Karpe,59,M,A1
2958,1172,Ekapad Merchant,27,M,A2
2959,1173,Zayan Sinha,46,M,A1
2960,1173,Peter Kunda,31,M,A2
2961,1174,Shaurya Aurora,62,M,A1
2962,1174,Darsh Sabharwal,62,M,A2
2963,1174,Pranit Goswami,37,M,A3
2964,1174,Nachiket Varty,41,M,A4
2965,1175,Hema Sachar,43,F,A1
2966,1175,Naveen Mane,50,M,A2
2967,1175,Victor Tandon,44,M,A3
2968,1175,Oscar Buch,49,M,A4
2969,1176,Karan Choudhry,18,M,A1
2970,1176,Ryan Mishra,27,M,A2
2971,1176,Udant Sinha,40,M,A3
2972,1177,Chanakya Dar,29,M,A1
2973,1177,Mohammed Bassi,62,M,A2
2974,1177,Joshua Sekhon,54,M,A3
2975,1178,Hema Issac,30,F,A1
2976,1178,Ranbir Choudhary,45,M,A2
2977,1178,Ekbal Pandit,52,M,A3
2978,1178,Kai Lala,18,M,A4
2979,1179,Timothy Dalal,19,M,A1
2980,1179,Kevin Patel,45,M,A2
2981,1179,Chandani Gill,60,F,A3
2982,1180,Dalbir Edwin,55,M,A1
2983,1180,William Mohan,18,M,A2
2984,1180,Tristan Prasad,51,M,A3
2985,1181,Ishwar Raman,31,M,A1
2986,1181,David Thakur,60,M,A2
2987,1181,Wahab Bajwa,23,M,A3
2988,1181,Veer Basak,65,M,A4
2989,1182,Gopal Setty,62,M,A1
2990,1182,Gautami Patil,34,F,A2
2991,1182,Raghav Upadhyay,40,M,A3
2992,1182,Dayamai Devan,40,F,A4
2993,1183,Imaran Pillai,42,M,A1
2994,1184,Jai Saxena,38,M,A1
2995,1185,Benjamin Sankaran,34,M,A1
2996,1185,Libni Prasad,39,F,A2
2997,1185,Kevin Balay,58,M,A3
2998,1186,Pratyush Toor,57,M,A1
2999,1186,Gabriel Kaul,28,M,A2
3000,1187,Azad Varghese,30,M,A1
3001,1187,Praneel Dugar,56,M,A2
3002,1187,Faras Sarna,47,M,A3
3003,1187,Anay Gopal,34,M,A4
3004,1188,Lucky Pant,56,M,A1
3005,1188,Naksh Mane,48,M,A2
3006,1189,Farhan Barad,50,M,A1
3007,1189,Manan Thakkar,58,M,A2
3008,1189,Gaurav Choudhry,47,M,A3
3009,1190,Zayyan Ratti,16,M,A1
3010,1190,Jagdish Kothari,52,M,A2
3011,1190,Jacob Shah,27,M,A3
3012,1190,Tanish Kale,51,M,A4
3013,1191,Harshil Behl,19,M,A1
3014,1191,Baljiwan Sastry,40,M,A2
3015,1192,Peter Parekh,61,M,A1
3016,1192,Tanveer Gulati,60,M,A2
3017,1192,Rachit Dar,49,M,A3
3018,1193,Samuel Date,23,M,A1
3019,1194,Owen Sampath,41,M,A1
3020,1194,Krishna Puri,44,M,A2
3021,1194,Yuvraj Mandal,32,M,A3
3022,1195,Atharv Khalsa,37,M,A1
3023,1195,Hitesh Sachdev,50,M,A2
3024,1195,Jairaj Varty,30,M,A3
3025,1195,Avi Datta,26,M,A4
3026,1196,Utkarsh Dada,39,M,A1
3027,1196,Ojas Thakkar,48,M,A2
3028,1197,Advaith Nath,56,M,A1
3029,1197,Bahadurjit Wali,41,M,A2
3030,1197,Noah Nanda,54,M,A3
3031,1198,Girik Tripathi,26,M,A1
3032,1198,Robert Dasgupta,28,M,A2
3033,1198,Farhan Shere,42,M,A3
3034,1199,Turvi Bhardwaj,63,F,A1
3035,1199,Jason Menon,49,M,A2
3036,1200,Aadi Prakash,56,M,A1
3037,1201,Umang Bala,57,M,A1
3038,1202,Quincy Chakrabarti,29,M,A1
3039,1202,Chameli Luthra,51,F,A2
3040,1203,Kai Nigam,55,M,A1
3041,1204,Advaith Sood,42,M,A1
3042,1205,Tanay Loke,55,M,A1
3043,1206,Aryan Solanki,38,M,A1
3044,1206,Gabriel Nagi,19,M,A2
3045,1206,Maanas Sahota,58,M,A3
3046,1206,Chanakya Nair,38,M,A4
3047,1207,Oliver Gopal,60,M,A1
3048,1207,Alexander Devan,38,M,A2
3049,1207,George Bhagat,35,M,A3
3050,1207,Pratyush Bhatt,37,M,A4
3051,1208,Ishwar Balan,56,M,A1
3052,1208,Parth Halder,43,M,A2
3053,1208,Baljiwan Saraf,49,M,A3
3054,1209,David Pandey,65,M,A1
3055,1210,Ethan Jha,26,M,A1
3056,1210,Nihal Bhakta,20,M,A2
3057,1211,Akshay Srinivasan,29,M,A1
3058,1211,Ikbal Sura,60,M,A2
3059,1212,Sanaya Sibal,53,F,A1
3060,1212,Azaan Rajagopalan,18,M,A2
3061,1212,Tanish Bera,19,M,A3
3062,1212,Ayushman Saini,25,M,A4
3063,1213,Akshay Pant,62,M,A1
3064,1213,Chaitanya Zachariah,56,M,A2
3065,1214,Gaurav Majumdar,26,M,A1
3066,1214,Chanakya Memon,59,M,A2
3067,1214,Anmol Sha,57,M,A3
3068,1214,Laban Jaggi,29,M,A4
3069,1215,Oeshi Kar,36,F,A1
3070,1215,Utkarsh Gupta,54,M,A2
3071,1215,Maanav Sant,61,M,A3
3072,1215,Parth Parmar,16,M,A4
3073,1216,Faras Mannan,22,M,A1
3074,1216,Bahadurjit Kothari,17,M,A2
3075,1217,Balveer Memon,24,M,A1
3076,1217,Ekapad Sachdeva,49,M,A2
3077,1217,Rehaan Pingle,61,M,A3
3078,1217,Omisha Ghosh,59,F,A4
3079,1218,Jagdish Yadav,50,M,A1
3080,1218,Samarth Tella,54,M,A2
3081,1219,Samar Bala,22,M,A1
3082,1219,Krish Nair,63,M,A2
3083,1219,Laksh Sarna,35,M,A3
3084,1219,Hritik Buch,42,M,A4
3085,1220,Yatan Sanghvi,50,M,A1
3086,1220,Charles Gole,33,M,A2
3087,1220,Jonathan Kunda,61,M,A3
3088,1221,Ikbal Ahluwalia,55,M,A1
3089,1221,Mohammed Narasimhan,63,M,A2
3090,1222,Zayan Lala,63,M,A1
3091,1222,Azaan Ganguly,54,M,A2
3092,1222,Ayush Srinivasan,28,M,A3
3093,1222,Dakshesh Mukherjee,33,M,A4
3094,1223,Nitesh Balay,32,M,A1
3095,1224,Siddharth Arya,43,M,A1
3096,1224,Balvan Tripathi,30,M,A2
3097,1224,Tristan Rege,43,M,A3
3098,1225,Amol Uppal,32,M,A1
3099,1225,Chanakya Kanda,27,M,A2
3100,1225,Ayaan Chowdhury,51,M,A3
3101,1226,Anthony Mane,56,M,A1
3102,1226,Aadhya Trivedi,40,F,A2
3103,1226,Lakshit Kulkarni,28,M,A3
3104,1226,Nakul Karpe,56,M,A4
3105,1227,Owen Ravi,38,M,A1
3106,1228,Ekalinga Chakraborty,43,M,A1
3107,1228,Noah Borra,51,M,A2
3108,1229,Aarush Mahajan,60,M,A1
3109,1229,Dominic Ratti,65,M,A2
3110,1229,Dominic Bobal,35,M,A3
3111,1229,Onkar Parikh,62,M,A4
3112,1230,Mason Saraf,31,M,A1
3113,1230,Aashi Acharya,62,F,A2
3114,1230,Warinder Sama,64,M,A3
3115,1230,Chatresh Morar,16,M,A4
3116,1231,Veer Saxena,25,M,A1
3117,1231,Fariq Gola,31,M,A2
3118,1231,Nicholas Sanghvi,38,M,A3
3119,1231,Balveer Mallick,35,M,A4
3120,1232,Peter Mani,28,M,A1
3121,1232,Anthony Tailor,22,M,A2
3122,1232,Ekbal Sheth,30,M,A3
3123,1232,Balendra Baria,26,M,A4
3124,1233,Udarsh Sinha,58,M,A1
3125,1233,Jatin Chakrabarti,34,M,A2
3126,1234,Aayush Garde,38,M,A1
3127,1234,Gopal Sha,23,M,A2
3128,1235,Imaran Joshi,19,M,A1
3129,1235,Naksh Contractor,16,M,A2
3130,1235,Bahadurjit Merchant,21,M,A3
3131,1236,Anmol Bahri,38,M,A1
3132,1236,Kevin Sankar,26,M,A2
3133,1236,Ekalinga Karan,56,M,A3
3134,1236,Banjeet Chawla,34,M,A4
3135,1237,Chanakya Batta,57,M,A1
3136,1237,Ranbir Balay,56,M,A2
3137,1238,Qabil Nadkarni,61,M,A1
3138,1238,Arin Krishnamurthy,39,M,A2
3139,1238,Qarin Kapoor,17,M,A3
3140,1239,Vivaan Ray,65,M,A1
3141,1240,William Krish,59,M,A1
3142,1240,Rachit Madan,32,M,A2
3143,1240,Rayaan Balan,31,M,A3
3144,1241,Aarush Goda,62,M,A1
3145,1241,Hredhaan Tandon,27,M,A2
3146,1241,Henry Balakrishnan,50,M,A3
3147,1241,Vedant Dada,53,M,A4
3148,1242,Dalbir Rau,40,M,A1
3149,1243,Gautam Rajagopalan,49,M,A1
3150,1243,Gautam Sridhar,42,M,A2
3151,1243,Libni Gara,58,F,A3
3152,1243,Kevin Garde,27,M,A4
3153,1244,Nicholas Manne,44,M,A1
3154,1244,Shravya Aggarwal,42,F,A2
3155,1244,Zehaan Vyas,61,M,A3
3156,1245,Yashica Khare,22,F,A1
3157,1245,Bimala Bose,52,F,A2
3158,1245,Girindra Balay,22,M,A3
3159,1245,Manthan Date,38,M,A4
3160,1246,William Nanda,57,M,A1
3161,1247,Mason Wali,63,M,A1
3162,1247,Turvi Krishnamurthy,47,F,A2
3163,1248,Abhimanyu Mander,21,M,A1
3164,1249,Sarthak Ganguly,63,M,A1
3165,1250,Amaira More,18,F,A1
3166,1251,Chanakya Ravel,26,M,A1
3167,1251,Chakradev Samra,23,M,A2
3168,1251,Maanas Chandran,43,M,A3
3169,1251,Ayaan Bera,34,M,A4
3170,1252,Indrajit Kanda,44,M,A1
3171,1253,Abhiram Kurian,38,M,A1
3172,1253,Kiaan Dass,38,M,A2
3173,1253,Dominic Baral,38,M,A3
3174,1253,Rudra Bail,40,M,A4
3175,1254,Zashil Bal,43,M,A1
3176,1254,Shaurya Ahuja,23,M,A2
3177,1254,Chanakya Tank,55,M,A3
3178,1254,Zashil Tripathi,47,M,A4
3179,1255,Theodore Dhaliwal,42,M,A1
3180,1255,Falan Bhatia,46,M,A2
3181,1256,Nitesh Keer,46,M,A1
3182,1256,Tristan Shere,35,M,A2
3183,1256,Faqid Raghavan,19,M,A3
3184,1256,Rohan Saxena,27,M,A4
3185,1257,Liam Murty,51,M,A1
3186,1257,Bhavani Chakraborty,48,F,A2
3187,1257,Andrew Basu,25,M,A3
3188,1258,Neel Madan,46,M,A1
3189,1258,Madhav Ramachandran,59,M,A2
3190,1258,Bahadurjit Sarkar,45,M,A3
3191,1258,Frado Choudhry,30,M,A4
3192,1259,Thomas Bhattacharyya,57,M,A1
3193,1260,Ekavir Ravi,28,M,A1
3194,1260,Wyatt Das,18,M,A2
3195,1260,Wahab Bhasin,61,M,A3
3196,1261,Zayyan Khosla,59,M,A1
3197,1261,Ekaraj Bala,26,M,A2
3198,1261,Tejas Kumer,51,M,A3
3199,1261,Kai Shere,52,M,A4
3200,1262,Jatin Kanda,25,M,A1
3201,1262,Nicholas Chand,34,M,A2
3202,1263,Hemang Kulkarni,39,M,A1
3203,1263,Ishaan Badami,24,M,A2
3204,1264,Max Khurana,49,M,A1
3205,1264,Ekbal Prabhu,33,M,A2
3206,1264,Dakshesh Nath,32,M,A3
3207,1264,Jagdish Amble,59,M,A4
3208,1265,Chaitaly Yohannan,31,F,A1
3209,1266,Ranveer Gandhi,45,M,A1
3210,1266,Aarav Mand,47,M,A2
3211,1266,Ranbir Chanda,27,M,A3
3212,1267,Azad Banerjee,38,M,A1
3213,1267,Bachittar Palan,41,M,A2
3214,1267,Raghav Chand,20,M,A3
3215,1268,Falguni Sankar,54,F,A1
3216,1268,Gopal Sangha,27,M,A2
3217,1268,Daksh Mistry,30,M,A3
3218,1268,Abhiram Bose,44,M,A4
3219,1269,Wakeeta Patil,21,F,A1
3220,1270,Ishaan Shetty,38,M,A1
3221,1271,Harrison Rajan,21,M,A1
3222,1271,Gaurang Nori,26,M,A2
3223,1271,Lucky Ganesan,44,M,A3
3224,1272,Chanakya Vora,20,M,A1
3225,1272,Kalpit Muni,60,T,A2
3226,1272,Nihal Dutta,63,M,A3
3227,1272,Faras Buch,16,M,A4
3228,1273,Hitesh Sha,30,M,A1
3229,1273,Abhiram Bath,57,M,A2
3230,1273,Anirudh Keer,54,M,A3
3231,1273,Zayyan Sawhney,55,M,A4
3232,1274,Vihaan Karan,38,M,A1
3233,1274,Vihaan Pillai,48,M,A2
3234,1274,Manbir Chauhan,31,M,A3
3235,1275,Mitesh Pingle,64,M,A1
3236,1276,Amol Srinivas,44,M,A1
3237,1276,Geetika Mahajan,62,T,A2
3238,1277,Gopal Tandon,53,M,A1
3239,1278,Karan Mistry,28,M,A1
3240,1278,Gopal Khalsa,49,M,A2
3241,1278,Yauvani Kumar,64,T,A3
3242,1279,Pranit Dugal,17,M,A1
3243,1279,Rachit Naik,63,M,A2
3244,1280,Joshua Dass,60,M,A1
3245,1280,Onkar Bobal,38,M,A2
3246,1281,Chandani Keer,59,F,A1
3247,1281,Isha Divan,27,F,A2
3248,1282,Nisha Wable,43,F,A1
3249,1283,Chatura Keer,40,M,A1
3250,1283,Girish Kala,63,M,A2
3251,1283,Priya Sane,60,F,A3
3252,1283,Ishaan Chokshi,18,M,A4
3253,1284,David Kohli,42,M,A1
3254,1285,Ekaraj Jhaveri,64,M,A1
3255,1285,Wahab Bhagat,24,M,A2
3256,1286,David Kakar,62,M,A1
3257,1287,Gaurang Doshi,29,M,A1
3258,1287,Daniel Bose,30,M,A2
3259,1287,Alexander Kalita,21,M,A3
3260,1288,Zehaan Subramaniam,45,M,A1
3261,1288,Imaran Jhaveri,50,M,A2
3262,1288,Azad Guha,58,M,A3
3263,1288,Siddharth Bail,59,M,A4
3264,1289,Aditya Uppal,33,M,A1
3265,1289,Samar Toor,39,M,A2
3266,1289,Darpan Lata,24,M,A3
3267,1289,Harsh Nadkarni,59,M,A4
3268,1290,Gaurav Kothari,59,M,A1
3269,1290,Zayyan Anand,16,M,A2
3270,1291,Upkaar Sunder,26,M,A1
3271,1291,Zashil Bansal,29,M,A2
3272,1292,Samar Talwar,39,M,A1
3273,1292,Gaurav Mammen,32,M,A2
3274,1292,Shaurya Lal,19,M,A3
3275,1292,Gauri Iyengar,31,F,A4
3276,1293,Rayaan Magar,16,M,A1
3277,1293,Akshay Grewal,62,M,A2
3278,1293,Akshay Dhillon,61,M,A3
3279,1294,Xavier Pradhan,37,M,A1
3280,1294,Elijah Dua,25,M,A2
3281,1294,Andrew Chana,53,M,A3
3282,1294,Vincent Ram,47,M,A4
3283,1295,Neelima Gupta,22,T,A1
3284,1295,Oliver Ramanathan,60,M,A2
3285,1295,Raghav Saha,65,M,A3
3286,1295,Laban Bhagat,47,M,A4
3287,1296,Krishna Yohannan,59,M,A1
3288,1297,Onkar Malhotra,62,M,A1
3289,1297,Jai Sama,60,M,A2
3290,1297,Girindra Gera,31,M,A3
3291,1297,Girish Kamdar,49,M,A4
3292,1298,Orinder Saxena,61,M,A1
3293,1298,Yashica Bobal,31,F,A2
3294,1298,Warjas Parmer,45,M,A3
3295,1298,Samar Chadha,50,M,A4
3296,1299,Michael Samra,53,M,A1
3297,1299,Rachit Venkataraman,40,M,A2
3298,1300,Ayushman Vohra,34,M,A1
3299,1300,Wahab Das,62,M,A2
3300,1300,Wyatt Bassi,53,M,A3
3301,1301,Dalbir Char,65,M,A1
3302,1301,Abhimanyu Goda,21,M,A2
3303,1301,Jalsa Nori,34,F,A3
3304,1301,Abdul Purohit,36,M,A4
3305,1302,Oliver Pandey,29,M,A1
3306,1302,Gaurav Pathak,37,M,A2
3307,1303,Matthew Mani,38,M,A1
3308,1303,Teerth Bahl,44,M,A2
3309,1303,Maanas Walla,58,M,A3
3310,1303,Bachittar Walia,63,M,A4
3311,1304,Yug Mane,55,M,A1
3312,1305,Thomas Mutti,65,M,A1
3313,1306,Saksham Virk,58,M,A1
3314,1306,Tarak Kala,35,M,A2
3315,1306,Abeer Bansal,40,M,A3
3316,1307,Jackson Batta,27,M,A1
3317,1307,Simon Pant,21,M,A2
3318,1308,Viraj Sidhu,58,M,A1
3319,1308,Siddharth Sarma,18,M,A2
3320,1308,Hritik Hayer,44,M,A3
3321,1308,Aarush Shan,19,M,A4
3322,1309,Naveen Nigam,26,M,A1
3323,1310,Alexander Choudhary,53,M,A1
3324,1310,Harshil Hayer,45,M,A2
3325,1310,Ishaan Chakraborty,50,M,A3
3326,1311,Ekalinga Sur,29,M,A1
3327,1311,Siddharth Kapur,58,M,A2
3328,1312,Zashil Toor,40,M,A1
3329,1313,Jacob Kurian,29,M,A1
3330,1313,Elijah Raman,57,M,A2
3331,1314,Arjun Das,42,M,A1
3332,1314,Nathaniel Doshi,48,M,A2
3333,1314,Hemang Gara,39,M,A3
3334,1314,Benjamin Batra,28,M,A4
3335,1315,Om Singh,28,M,A1
3336,1315,Lohit Sahota,60,M,A2
3337,1315,Amol Prabhu,22,M,A3
3338,1316,Ekalinga Badami,63,M,A1
3339,1317,Chakradev Vasa,36,M,A1
3340,1317,Rohan Uppal,35,M,A2
3341,1318,Wahab Gala,62,M,A1
3342,1319,Ishaan Mitter,16,M,A1
3343,1319,Balveer Upadhyay,60,M,A2
3344,1320,Megha Sarma,62,F,A1
3345,1320,Kabir Chokshi,44,M,A2
3346,1320,Zayan Date,56,M,A3
3347,1321,Balveer Parekh,26,M,A1
3348,1321,Gunbir Choudhary,21,M,A2
3349,1321,Frado Yohannan,23,M,A3
3350,1322,Vivaan Sachdeva,50,M,A1
3351,1323,Krishna Kadakia,48,M,A1
3352,1323,Tarak Kaul,48,M,A2
3353,1324,Sanya Chawla,31,T,A1
3354,1325,Guneet Nadig,40,M,A1
3355,1326,Warinder Kashyap,64,M,A1
3356,1326,Luke Natarajan,61,M,A2
3357,1326,Christopher Mukhopadhyay,54,M,A3
3358,1327,George Sen,56,M,A1
3359,1327,Vedant Jaggi,55,M,A2
3360,1327,Agastya Sathe,56,M,A3
3361,1328,Devansh Kota,30,M,A1
3362,1328,Simon Savant,20,M,A2
3363,1328,Maanav Chokshi,25,T,A3
3364,1329,Peter Madan,52,M,A1
3365,1330,Imaran Sarna,45,M,A1
3366,1330,Upkaar Seth,42,M,A2
3367,1330,Krishna Chauhan,19,M,A3
3368,1331,Om Zachariah,20,M,A1
3369,1331,Benjamin Kalita,24,M,A2
3370,1331,Krishna Hayer,47,M,A3
3371,1331,Jairaj Pillai,57,M,A4
3372,1332,Ryan Kibe,54,M,A1
3373,1333,Zayyan Shankar,38,M,A1
3374,1334,Naveen Nori,24,M,A1
3375,1334,Zashil Mangal,60,M,A2
3376,1335,Abhimanyu Mandal,44,M,A1
3377,1335,Ekansh Aggarwal,61,T,A2
3378,1336,Ojas Sharaf,33,M,A1
3379,1336,Aarnav Biswas,58,M,A2
3380,1336,Sathvik Ramakrishnan,24,M,A3
3381,1336,Harsh Grover,57,M,A4
3382,1337,Gunbir Rama,47,M,A1
3383,1338,Yatin Venkataraman,41,M,A1
3384,1339,Yagnesh Walla,59,M,A1
3385,1339,Abhiram Tata,45,M,A2
3386,1339,Jairaj Venkatesh,33,M,A3
3387,1339,Abeer Chokshi,29,M,A4
3388,1340,Saksham De,42,M,A1
3389,1340,Aarnav Tripathi,27,M,A2
3390,1340,Banjeet Natt,62,M,A3
3391,1340,Ranbir Lal,46,M,A4
3392,1341,Warda Mangal,24,F,A1
3393,1341,Naveen Sabharwal,19,M,A2
3394,1341,Gaurav Dhillon,63,M,A3
3395,1341,Advay Pau,24,M,A4
3396,1342,Rayaan Shukla,63,M,A1
3397,1342,Zashil Apte,54,M,A2
3398,1342,Noah Lala,56,M,A3
3399,1343,Luke Golla,44,M,A1
3400,1343,Akshay Datta,55,M,A2
3401,1344,Isaac Modi,38,M,A1
3402,1345,Upkaar Chandra,17,M,A1
3403,1345,Gagan Mane,43,M,A2
3404,1346,Yahvi Varkey,58,T,A1
3405,1346,Darsh Korpal,38,M,A2
3406,1347,Gaurav Mahajan,46,M,A1
