VictimMasterID,CaseMasterID,VictimName,AgeYear,GenderID,VictimPolice
1965,972,Meera Guha,2,F,true
1966,973,Yug Kumer,37,M,false
1967,974,Harsh Mohanty,45,M,false
1968,975,Dhruv Chawla,57,M,false
1969,975,Samesh Patel,38,M,false
1970,976,Arin Bail,30,M,false
1971,976,Siya Agarwal,30,F,false
1972,976,Abeer Master,35,M,false
1973,977,Irya Dara,31,F,false
1974,977,Pahal Peri,57,F,false
1975,977,Vasatika Mitter,66,F,false
1976,978,Arunima Sodhi,64,F,false
1977,978,Eesha Kata,75,F,false
1978,979,Udyati Shetty,60,F,false
1979,979,Chaman Suresh,14,F,false
1980,980,Brinda Virk,10,F,false
1981,981,Utkarsh Swaminathan,77,M,false
1982,982,Wazir Sarma,78,M,false
1983,982,Bhavika Kalla,47,F,false
1984,983,Vedika Bose,18,F,false
1985,983,Hredhaan Yadav,18,M,false
1986,984,Zinal Kapoor,3,F,false
1987,984,Gaurika Barman,68,F,false
1988,984,Zehaan Soni,45,M,false
1989,985,Anjali Maharaj,75,F,false
1990,985,Devika Krishnan,38,F,false
1991,985,Onkar Thaker,43,M,false
1992,986,Brijesh Shan,15,M,false
1993,986,Logan Comar,7,M,false
1994,986,Yahvi Rau,27,F,false
1995,987,Anmol Kota,50,M,false
1996,988,Owen Sundaram,85,M,false
1997,989,Yashodhara Narula,8,F,false
1998,989,Chatresh Zacharia,63,M,false
1999,990,Jagdish Raman,28,M,false
2000,991,Anamika Pathak,48,F,false
2001,991,Niharika Halder,8,F,false
2002,991,Gavin Sem,3,M,false
2003,992,Nisha Krishnamurthy,13,F,false
2004,992,Tripti Kari,37,F,false
2005,992,Shivansh Shan,46,M,false
2006,993,Ekiya Bhagat,38,F,false
2007,993,Baljiwan Pant,34,M,false
2008,993,Vasudha Mallick,32,F,false
2009,994,Ayaan Pal,80,M,false
2010,994,Priya Nayar,83,F,false
2011,995,Nathaniel Loke,85,M,false
2012,995,Andrew Sengupta,23,M,false
2013,996,Vedant Sidhu,84,M,false
2014,996,Ekanta Cherian,20,F,false
2015,997,Anirudh Shah,65,M,false
2016,998,Aarna Malhotra,80,F,false
2017,998,Nilima Talwar,69,F,false
2018,998,David Ghose,80,M,false
2019,999,Saksham Cherian,36,M,false
2020,1000,Rajeshri Swamy,15,F,false
2021,1001,Logan Chandran,3,M,false
2022,1001,Nachiket Sane,60,M,false
2023,1001,Wyatt Bumb,39,M,false
2024,1002,Lavanya Mahajan,30,F,false
2025,1003,Upma Date,36,F,false
2026,1004,Mason Tank,69,M,false
2027,1004,Leela Sachdeva,71,F,false
2028,1004,Chakrika Contractor,48,F,false
2029,1005,Daniel Thakkar,1,M,false
2030,1006,Viraj Atwal,43,M,false
2031,1006,Jairaj Dugar,75,M,false
2032,1007,Vincent Batta,29,M,false
2033,1007,Manan Kapur,66,M,false
2034,1007,Vincent Konda,85,M,false
2035,1008,Nikita Puri,28,F,false
2036,1009,Wyatt Kunda,26,M,false
2037,1010,Jalsa Bhandari,35,F,false
2038,1010,Ishaan Varghese,62,M,false
2039,1010,Vedika Sathe,28,F,false
2040,1011,Kalpit Raval,38,M,false
2041,1011,Meghana Sibal,77,F,false
2042,1012,Lohit Wable,40,M,false
2043,1012,Charles Handa,67,M,false
2044,1013,Chakradhar Vaidya,60,M,false
2045,1013,Maanas Konda,7,M,false
2046,1013,Krishna Chacko,68,F,false
2047,1014,Pranav Raghavan,49,M,false
2048,1014,Chasmum Uppal,41,F,false
2049,1015,Geetika Sheth,55,F,false
2050,1015,Banjeet Soman,35,M,false
2051,1016,Advay Korpal,33,M,false
2052,1016,Kavya Sharma,20,F,false
2053,1017,Hardik Dubey,77,M,false
2054,1018,Rayaan Singh,51,M,false
2055,1018,Akshay Narayanan,66,M,false
2056,1018,Sachi Devi,33,F,false
2057,1019,Chakradev Dubey,63,M,false
2058,1019,David Bora,26,M,false
2059,1019,Kai Chopra,2,M,false
2060,1020,Dakshesh Bala,36,M,false
2061,1020,Akshay Raghavan,79,M,false
2062,1020,Yash Chaudry,38,M,false
2063,1021,Sai Jani,56,M,false
2064,1022,Amol Patel,8,M,false
2065,1022,Gaurang Borra,53,M,false
2066,1022,Kevin Gade,37,M,false
2067,1023,Theodore Konda,57,M,false
2068,1023,Harish Lanka,66,M,false
2069,1023,Nisha Samra,68,F,false
2070,1024,David Rout,17,M,false
2071,1025,Nirja Mukhopadhyay,82,F,false
2072,1025,Ekta Sachdev,8,F,false
2073,1026,Laksh Narayan,52,M,false
2074,1027,Jagrati Sarna,67,F,false
2075,1028,Faraj Ratti,6,M,false
2076,1029,Qarin Bhasin,50,M,false
2077,1030,Krishna Mukhopadhyay,52,M,false
2078,1031,Gavin Handa,31,M,false
2079,1031,Gunbir Palan,85,M,false
2080,1032,Jyoti Pall,75,F,false
2081,1032,Harshil Nath,1,M,false
2082,1033,Alexander Nayar,42,M,false
2083,1033,Yachana Mutti,13,F,false
2084,1034,Yadavi Trivedi,52,F,false
2085,1034,Varenya Kakar,76,F,false
2086,1035,Kai Menon,57,M,false
2087,1036,Rachita Golla,24,F,false
2088,1037,Warjas Tailor,34,M,false
2089,1037,Warhi Kulkarni,81,F,false
2090,1038,Laksh Ramakrishnan,22,M,false
2091,1038,Yatan Bandi,57,T,false
2092,1039,Unni Mandal,24,F,false
2093,1039,Arunima Saran,31,F,false
2094,1039,Reyansh Wali,55,M,false
2095,1040,Robert Mishra,83,M,false
2096,1040,Edhitha Shankar,31,F,true
2097,1041,Qabil Johal,26,M,false
2098,1042,Vedhika Kari,33,F,false
2099,1042,Maanav Raghavan,75,M,false
2100,1043,Chandresh Dey,38,M,false
2101,1043,Advay Kumar,62,M,false
2102,1044,Vivaan Dugar,45,M,false
2103,1044,Jonathan Pandya,19,M,false
2104,1044,Teerth Bassi,77,M,false
2105,1045,Teerth Bhasin,6,M,false
2106,1046,Ekavir Krishnan,9,M,false
2107,1047,Alexander Sarraf,43,M,false
2108,1047,Rushil Deshpande,45,M,false
2109,1048,Charles Sood,77,M,false
2110,1049,Harrison Dash,80,M,false
2111,1049,Barkha Kalla,70,F,false
2112,1049,Quincy Bhargava,30,M,false
2113,1050,Neha Koshy,20,F,false
2114,1050,Kiaan Dubey,33,M,false
2115,1051,Praneel Dugal,83,M,false
2116,1051,Unni Chana,23,F,false
2117,1052,Kevin Sachdeva,22,M,false
2118,1052,Pahal Mohan,32,F,false
2119,1053,Raagini Shan,15,F,false
2120,1054,Harini Sen,80,F,false
2121,1054,Darika Tailor,38,F,false
2122,1055,Eshana Sarna,36,F,false
2123,1055,Zarna Karnik,48,F,false
2124,1055,Eta Mammen,62,F,false
2125,1056,Faris Kala,56,M,false
2126,1056,Ronith Dayal,48,M,false
2127,1056,Sara Chaudry,15,F,false
2128,1057,Tara Madan,14,F,false
2129,1057,Lakshit Baria,33,M,false
2130,1058,Saumya Nayar,60,F,false
2131,1058,Chavvi Buch,49,F,false
2132,1059,Krishna Kashyap,8,T,false
2133,1060,Darsh Babu,14,M,false
2134,1060,Aarini Deshpande,3,F,false
2135,1060,Zinal Edwin,76,F,false
2136,1061,William Manne,33,M,false
2137,1062,Rachana Gara,40,F,false
2138,1062,Timothy Salvi,3,M,false
2139,1063,Vasatika Mahajan,1,T,false
2140,1063,Ishanvi Kade,4,F,false
2141,1063,Libni Kalla,85,F,false
2142,1064,Vasatika Hari,19,F,false
2143,1064,Thomas Venkatesh,31,M,false
2144,1065,Ubika Grover,2,F,false
2145,1065,Orinder Dar,68,M,false
2146,1065,Abeer Devi,31,M,false
2147,1066,Aadi Suri,60,M,false
2148,1067,Gayathri Bir,23,F,false
2149,1068,Indali Krishnamurthy,51,F,false
2150,1069,Rayaan Oza,74,M,false
2151,1069,Yuvraj Bir,52,M,false
2152,1070,Rachana Soni,83,F,false
2153,1070,Dayita Bal,22,F,false
2154,1071,Gautam Agrawal,55,M,false
2155,1071,Bachittar Setty,4,M,false
2156,1072,Alexander Pathak,33,M,false
2157,1072,Wazir Kadakia,27,M,false
2158,1072,Vinaya Sengupta,75,F,false
2159,1073,Damini De,69,F,false
2160,1074,Inaya Maharaj,13,F,false
2161,1074,Nachiket Varughese,72,M,false
2162,1074,Ati Dutta,69,F,false
2163,1075,Ridhi Bala,48,F,false
2164,1076,Tripti Badami,67,F,false
2165,1077,Bhanumati Sodhi,36,F,false
2166,1078,Gabriel Bala,27,M,false
2167,1078,Brijesh Dugar,52,M,false
2168,1079,Liam Palan,54,M,false
2169,1079,Krisha Naik,66,F,false
2170,1079,Anjali Deep,15,F,false
2171,1080,Henry Borra,22,M,false
2172,1080,Yauvani Shetty,33,F,false
2173,1080,Deepa Sharma,73,F,false
2174,1081,Vansha Balan,8,F,false
2175,1082,Fiyaz Hegde,29,M,false
2176,1082,Zansi Yohannan,51,F,true
2177,1082,Teerth Aggarwal,30,M,false
2178,1083,Bahadurjit Shroff,40,M,false
2179,1083,Abha Gara,60,F,false
2180,1084,Divya Kant,69,F,false
2181,1084,Arjun Sawhney,58,M,false
2182,1085,Xiti Palla,13,F,false
2183,1085,Nicholas Oak,62,M,false
2184,1085,Aarnav Nigam,59,M,false
2185,1086,Nidra Nayak,30,F,false
2186,1086,Manbir Sarma,5,M,false
2187,1086,Jeet Raman,35,M,false
2188,1087,Madhav Ramaswamy,63,M,false
2189,1087,Vansha Gokhale,79,F,false
2190,1087,Omkaar Chawla,79,M,false
2191,1088,Maanas Desai,17,M,false
2192,1089,Mitesh Kara,54,M,false
2193,1089,Ojasvi Batra,45,F,false
2194,1090,Suhani Dhingra,16,F,false
2195,1090,Yagnesh Raju,46,M,false
2196,1091,Gunbir Merchant,7,M,false
2197,1092,Mekhala Chhabra,48,F,false
2198,1093,Saanvi Sen,66,F,false
2199,1093,Anika Sathe,31,F,false
2200,1094,Pranit Walia,46,M,false
2201,1095,Vansha Madan,58,F,false
2202,1095,Caleb Bhagat,14,M,false
2203,1096,Tejas Shankar,56,M,false
2204,1097,Upadhriti Mann,61,F,false
2205,1097,Zayyan Sem,20,M,false
2206,1097,Varenya Yogi,65,F,false
2207,1098,Janaki Sha,34,F,false
2208,1098,Atharv Bora,16,M,false
2209,1099,Liam Kala,78,M,false
2210,1100,Tanveer Lata,76,M,false
2211,1100,Ethan Kuruvilla,15,M,false
2212,1101,Theodore Atwal,53,M,false
2213,1101,Urvi Agate,39,F,false
2214,1102,Anmol Subramanian,80,M,false
2215,1103,Robert Padmanabhan,36,M,false
2216,1104,Udant Prakash,34,M,false
2217,1105,Hemal Sankaran,17,F,false
2218,1105,Aryan Kannan,27,M,false
2219,1105,Vrinda Joshi,33,F,false
2220,1106,Yadavi Dalal,78,F,false
2221,1106,Qabil Ramachandran,58,M,false
2222,1107,George Bora,18,M,true
2223,1108,Jeet Agrawal,39,M,false
2224,1108,Onkar Shankar,2,M,false
2225,1108,Dakshesh Pillai,55,M,false
2226,1109,Ekta Mody,18,F,false
2227,1109,Onkar Rama,2,M,false
2228,1110,Aishani Amble,44,F,false
2229,1110,Ojas Swaminathan,73,M,false
2230,1111,Samar Batra,24,M,false
2231,1112,Amruta Jain,51,F,false
2232,1113,Balhaar Korpal,77,M,false
2233,1114,Pallavi Gulati,8,F,false
2234,1114,Yasti Naidu,56,F,false
2235,1114,Kiaan Sawhney,33,M,false
2236,1115,Amrita Tara,62,F,false
2237,1115,Tanay Basu,66,M,true
2238,1116,Zaid Magar,3,M,false
2239,1116,Chavvi Mall,84,F,false
2240,1117,Krishna Saxena,72,F,false
2241,1117,Atharv Mall,28,M,false
2242,1117,Widisha More,47,F,false
2243,1118,Indira Ram,34,F,false
2244,1118,Benjamin Raj,4,M,false
2245,1119,Zayan Shanker,33,M,false
2246,1120,Idika Buch,60,F,false
2247,1120,Waida Suri,67,F,false
2248,1121,Aarush Nair,47,M,false
2249,1121,Ridhi Thaker,53,F,false
2250,1122,Tanish Dara,30,M,false
2251,1122,Maanav Zacharia,52,M,false
2252,1122,Mitesh Bhavsar,71,M,false
2253,1123,Frederick Suresh,85,M,false
2254,1123,Kamala Bhatt,46,F,false
2255,1124,Chatura Thakur,76,M,false
2256,1125,Harini Sahota,18,F,false
2257,1125,Kai Gera,79,M,false
2258,1125,Faris Deshpande,2,M,false
2259,1126,Januja Viswanathan,15,F,true
2260,1126,Divya Murthy,34,F,false
2261,1126,Advika Shenoy,38,F,false
2262,1127,Hitesh Devi,27,M,false
2263,1127,Mohini Mahajan,54,F,false
2264,1128,Parth Saini,5,M,false
2265,1129,Wyatt Bobal,11,M,false
2266,1130,Kiaan Choudhry,15,M,false
2267,1130,Sachi Ramakrishnan,64,F,false
2268,1131,Neelima Mutti,67,F,false
2269,1132,Jack Chad,6,M,false
2270,1133,Sai Mukherjee,30,M,false
2271,1133,Urvi Rattan,22,F,false
2272,1134,Varenya Ratta,61,F,false
2273,1135,Vritti Sant,19,F,false
2274,1135,Suhani Krishnamurthy,32,F,false
2275,1136,Ronith Batra,80,M,false
2276,1136,Edhitha Anand,11,F,false
2277,1137,Ekiya Sarin,49,F,false
2278,1137,Omya Nagi,49,F,true
2279,1138,Bimala Swaminathan,16,F,false
2280,1138,Azaan Mani,33,M,false
2281,1139,Ekalinga Thaker,17,M,false
2282,1139,Ekbal Sidhu,29,M,false
2283,1140,Netra Majumdar,84,F,false
2284,1140,Fiyaz Ahluwalia,79,M,false
2285,1141,Balvan Pathak,59,M,false
2286,1141,Sarthak Garde,11,M,false
2287,1141,Jack Vora,29,M,false
2288,1142,Manya Banerjee,63,F,false
2289,1143,Ranveer Srinivas,6,M,true
2290,1144,Michael Sachdeva,64,M,false
2291,1144,Isha Barad,17,F,false
2292,1145,Nicholas Chahal,2,T,false
2293,1146,Krishna Bhakta,18,F,false
2294,1146,Chanchal Gupta,12,F,false
2295,1147,Jai Bahri,34,M,false
2296,1147,Chatura Choudhury,36,M,false
2297,1148,Aishani Rattan,79,F,false
2298,1148,Jeremiah Thaker,1,M,false
2299,1149,Onveer Virk,82,M,false
2300,1150,Nathaniel Prabhu,71,M,false
2301,1150,Mohini Parekh,55,F,true
2302,1151,Ronith Chawla,34,M,false
2303,1152,Baljiwan Malhotra,36,M,false
2304,1153,Samesh Shankar,44,M,false
2305,1154,Oscar Sha,34,M,false
2306,1155,Edhitha Bora,74,T,false
2307,1155,Irya Thaker,49,F,false
2308,1156,Chaitanya Khurana,54,M,false
2309,1156,Owen Ranganathan,29,M,false
2310,1156,Tarak Kota,63,M,false
2311,1157,Raagini Yogi,16,F,false
2312,1158,Ladli Bir,14,F,false
2313,1158,Ekta Narain,26,F,false
2314,1159,Arin Das,9,M,false
2315,1159,Upma Dayal,28,F,false
2316,1159,Simon Mohan,66,M,false
2317,1160,Ucchal Ganguly,26,F,false
2318,1160,Ronith Yadav,25,M,false
2319,1160,Ekapad Sankar,60,M,false
2320,1161,Jackson Sundaram,74,T,false
2321,1162,Ikshita Saraf,53,F,false
2322,1162,Arjun Chana,83,M,false
2323,1163,Ekaja Talwar,1,F,false
2324,1164,Ayush Munshi,70,M,false
2325,1164,Aayush Guha,25,M,false
2326,1165,Fariq Chaudhuri,27,M,false
2327,1165,Diya Pau,74,F,false
2328,1165,Anvi Mahal,4,F,false
2329,1166,Rayaan Garg,79,M,false
2330,1166,Krishna Sahni,48,M,false
2331,1166,Forum Banik,43,F,false
2332,1167,Shivani Nayar,61,F,false
2333,1167,Samar Kalla,66,M,false
2334,1167,Hitesh Pandit,20,M,false
2335,1168,Faras Mani,59,M,false
2336,1169,Ekaja Rajagopal,46,F,false
2337,1169,Neel Khosla,39,M,false
2338,1169,Manya Atwal,58,F,false
2339,1170,Avi Talwar,8,M,false
2340,1171,Naksh Vyas,43,M,false
2341,1172,Bachittar Mahal,6,M,false
2342,1173,Bhavani Dhaliwal,22,F,false
2343,1173,Manthan Gupta,69,M,false
2344,1173,Arya Sura,25,F,false
2345,1174,Qarin Atwal,64,M,false
2346,1175,Jatin Gour,8,M,false
2347,1176,Vidhi Bakshi,38,F,false
2348,1176,Kevin Madan,65,M,false
2349,1176,Matthew Jain,2,M,false
2350,1177,Advik Arora,71,M,false
2351,1177,Wyatt Char,10,M,false
2352,1178,Kamya Narasimhan,22,F,false
2353,1178,Dhruv Suresh,56,M,false
2354,1178,Imaran Suri,59,M,false
2355,1179,Raagini Oza,13,F,false
2356,1179,Thomas Rao,29,M,false
2357,1180,Theodore Datta,55,M,false
2358,1180,Rachana Soni,63,F,false
2359,1180,Pahal Nagi,74,F,false
2360,1181,Damyanti Mani,41,F,false
2361,1181,Chasmum Gole,8,F,false
2362,1182,Tanvi Sangha,33,F,false
2363,1183,Omkaar Koshy,67,M,false
2364,1184,Eesha Lata,6,F,false
2365,1184,Vihaan Behl,49,M,false
2366,1184,Bhavya Pal,82,F,false
2367,1185,Chavvi Johal,81,F,false
2368,1185,Indrajit Krish,44,M,false
2369,1186,Urmi Dugar,10,F,false
2370,1186,Oni Thaman,77,F,false
2371,1186,Maanas Sekhon,27,M,false
2372,1187,Ijaya Kale,48,F,false
2373,1187,Ekaja Bassi,24,F,false
2374,1188,Umang Choudhury,26,M,false
2375,1188,Ethan Sathe,82,M,false
2376,1189,Keya Patil,17,F,false
2377,1190,Vihaan Chahal,68,M,false
2378,1190,Gautam Chad,8,M,false
2379,1190,Ucchal Grover,44,F,false
2380,1191,Anay Raman,25,M,false
2381,1191,Chaitanya Bath,52,M,false
2382,1191,Lakshit Krishnamurthy,21,M,false
2383,1192,Ronith Krishnamurthy,46,M,false
2384,1192,Rohan Loke,67,M,false
2385,1193,Ladli Kade,18,F,false
2386,1193,Ubika Chander,22,F,false
2387,1193,Falak Dugar,59,F,false
2388,1194,Baghyawati Sheth,38,F,false
2389,1194,Gayathri Sathe,67,F,false
2390,1195,Zashil Khare,41,M,false
2391,1196,Farhan Shenoy,15,M,false
2392,1197,Zehaan Sehgal,66,M,false
2393,1197,Warda Cherian,42,F,false
2394,1198,Ikbal Guha,1,M,false
2395,1198,Janani Baral,28,F,false
2396,1198,Anthony Bassi,34,M,false
2397,1199,Udyati Kakar,51,F,false
2398,1199,Onveer Varkey,69,M,false
2399,1199,Vyanjana Sehgal,12,F,false
2400,1200,Lucky Rau,46,M,false
2401,1200,Triveni Dara,57,F,false
2402,1201,Fitan More,59,M,false
2403,1201,Akshay Khurana,35,M,false
2404,1202,Mahika Sama,23,F,false
2405,1202,Januja Gour,36,F,false
2406,1202,Saanvi Pandya,11,F,false
2407,1203,Lucky Bhattacharyya,27,M,false
2408,1204,Manbir Roy,32,M,false
2409,1204,Ojas Dara,80,M,false
2410,1204,Nirja Talwar,59,F,false
2411,1205,Naksh Bir,78,M,false
2412,1205,Chatura Tata,37,M,false
2413,1206,Sanya Parmer,18,F,false
2414,1206,Tara Narang,8,F,false
2415,1206,Abeer Barman,34,M,false
2416,1207,Imaran Sem,10,M,false
2417,1207,Ganga Gopal,13,F,false
2418,1207,Laban Varty,40,M,false
2419,1208,Ekaraj Chakrabarti,77,M,false
2420,1208,Gauri Gour,81,F,false
2421,1208,Nicholas Chanda,22,M,false
2422,1209,Pallavi Pandit,75,F,false
2423,1209,Raksha Hora,84,F,false
2424,1210,Dhruv Karpe,26,M,false
2425,1210,Rushil Sachdev,49,M,false
2426,1210,Madhavi Boase,30,F,false
2427,1211,Ekbal Sanghvi,11,M,false
2428,1212,Hredhaan Bhandari,35,M,false
2429,1213,Vrishti Batra,51,F,false
2430,1213,Imaran Sur,19,M,false
2431,1213,Gaurav Dhar,83,M,false
2432,1214,Adweta Iyer,20,F,false
2433,1215,Falguni Mukhopadhyay,31,F,false
2434,1216,Ganga Ganesan,26,F,false
2435,1216,Anamika Chahal,77,F,false
2436,1216,Shravya Deol,21,F,false
2437,1217,Agastya Sharma,20,M,false
2438,1217,Omya Hora,62,F,false
2439,1217,Vivaan Yohannan,49,M,false
2440,1218,Manan Tara,23,M,false
2441,1218,Vasudha Bajwa,67,F,false
2442,1218,Urvashi Tiwari,1,F,false
2443,1219,Nachiket Mitter,63,M,false
2444,1219,Upasna Ramanathan,3,F,false
2445,1219,Nilima Kapadia,69,F,false
2446,1220,Aahana More,15,F,false
2447,1221,Yochana Rege,77,F,false
2448,1222,Pranav Babu,67,M,false
2449,1222,Oliver Golla,64,M,false
2450,1222,Unni Gandhi,20,F,false
2451,1223,George Purohit,81,M,true
2452,1223,Eta Kade,71,F,false
2453,1223,Omisha Sem,1,F,false
2454,1224,Widisha Konda,1,F,false
2455,1224,Samuel Zachariah,58,M,false
2456,1225,Warjas Bhakta,73,M,false
2457,1226,Vivaan Goel,70,M,false
2458,1227,Jai Kulkarni,21,M,false
2459,1228,Tanveer Saha,18,M,false
2460,1228,Charles Batra,71,M,false
2461,1229,Daksha Misra,62,F,false
2462,1230,Caleb Bava,6,M,false
2463,1230,Yochana Randhawa,6,T,false
2464,1231,Zayan Raju,33,M,false
2465,1231,Hamsini Magar,30,F,false
2466,1231,Lakshmi Bahl,84,F,false
2467,1232,Pranit Chacko,40,M,false
2468,1232,Neel Sahni,39,M,false
2469,1233,Ishwar Mistry,83,M,false
2470,1233,Arjun Zachariah,84,M,false
2471,1234,Kamya Chaudhuri,31,F,false
2472,1234,Akshay Dara,70,M,false
2473,1235,Ikshita Loyal,2,F,false
2474,1235,Shivansh Bir,13,M,false
2475,1235,Harsh Tak,50,M,false
2476,1236,Krishna Agate,18,F,false
2477,1237,Farhan Dutta,55,M,false
2478,1237,Balvan Rajan,29,M,false
2479,1237,Chanakya Thaker,21,M,false
2480,1238,Gautam Balasubramanian,6,M,false
2481,1238,Ganga Khosla,35,F,false
2482,1239,Rajata Doshi,13,F,false
2483,1240,Balhaar Hayer,46,M,false
2484,1240,Rudra Kalla,41,M,false
2485,1241,Mugdha Agrawal,9,F,false
2486,1241,Chaaya Ganesh,30,F,false
2487,1241,Aradhana Goswami,29,F,false
2488,1242,Darsh Sandhu,75,M,false
2489,1242,Girik Banerjee,55,M,false
2490,1243,Hemani Pall,40,F,false
2491,1243,Jason Chaudhari,3,M,false
2492,1243,Watika Nagarajan,47,F,false
2493,1244,Abhimanyu Amble,40,M,false
2494,1244,Charles Buch,48,M,false
2495,1245,Riya Oommen,1,F,false
2496,1245,Harita Menon,82,F,false
2497,1246,Jagdish Kurian,84,M,false
2498,1246,Wridesh Comar,35,M,false
2499,1247,Bina Munshi,27,F,false
2500,1247,Xiti Modi,18,F,false
2501,1248,Devika Comar,52,F,false
2502,1249,Ayush Sethi,19,M,false
2503,1250,Ekani Subramanian,25,F,false
2504,1250,Zinal Grewal,1,F,false
2505,1251,Joshua Bera,12,M,false
2506,1252,Kashish Venkatesh,75,F,false
2507,1252,Isha Mandal,56,F,false
2508,1252,Gaurav Jayaraman,26,M,false
2509,1253,Dayita Rai,36,F,false
2510,1253,Amaira Prasad,44,F,false
2511,1254,Gaurav Lanka,20,M,false
2512,1255,Kamala Dewan,76,F,false
2513,1255,Girik Seshadri,16,M,false
2514,1255,Faris Patel,67,M,false
2515,1256,Anvi Gade,81,F,false
2516,1256,Januja Choudhury,17,F,false
2517,1256,Tejas Sibal,40,M,false
2518,1257,Maanav Gandhi,76,M,false
2519,1258,Fiyaz Raju,49,M,false
2520,1258,Amara Chaudhuri,56,F,false
2521,1258,Sai Sehgal,42,M,false
2522,1259,Dayita Sant,24,F,false
2523,1259,Tripti Deshmukh,32,F,false
2524,1260,Hemal Nagarajan,11,F,false
2525,1261,Osha Gulati,53,F,false
2526,1261,Lavanya Gara,39,F,false
2527,1262,Timothy Kaur,71,M,false
2528,1262,Harinakshi Garg,73,F,false
2529,1262,Netra Chacko,81,F,false
2530,1263,Omkaar Joshi,60,M,false
2531,1263,Megha Arora,26,F,false
2532,1263,Ira Brahmbhatt,75,F,false
2533,1264,Baljiwan Bhat,2,M,false
2534,1264,Akshay Sem,58,M,false
2535,1264,Odika Agate,72,F,false
2536,1265,Yamini Nagarajan,22,F,false
2537,1266,Madhav Sachar,51,M,false
2538,1266,Vansha Bhatia,54,F,false
2539,1267,Yadavi Thaman,85,F,false
2540,1268,Urmi Seth,32,F,false
2541,1269,Arya Amble,12,F,false
2542,1270,Advik Sengupta,68,M,false
2543,1271,Madhavi Menon,79,F,false
2544,1271,Pallavi Uppal,23,F,false
2545,1272,Naveen Narang,53,M,false
2546,1272,Chaman Tank,4,F,false
2547,1272,Vaishnavi Ganesh,73,F,false
2548,1273,Timothy Kibe,50,M,false
2549,1273,Girik Bal,83,M,false
2550,1274,Jacob De,3,M,false
2551,1274,Pranit Chokshi,12,M,false
2552,1274,Gaurangi Bhatnagar,80,F,false
2553,1275,Lakshmi Bala,11,F,false
2554,1276,Guneet Rajagopal,76,M,false
2555,1277,Balhaar Baral,68,M,false
2556,1277,Alexander Gola,24,M,false
2557,1277,Ansh Rattan,67,M,false
2558,1278,Azad Bhatti,37,M,false
2559,1278,Laban Soman,1,M,false
2560,1279,Chaitanya Sharma,71,M,false
2561,1280,Shravya Magar,58,F,false
2562,1280,Thomas Sarin,18,M,true
2563,1280,Indali Chakraborty,76,F,false
2564,1281,Joshua Bhalla,84,M,false
2565,1281,Advik Morar,83,M,false
2566,1282,Banjeet Koshy,39,M,false
2567,1282,Azaan Dash,11,M,false
2568,1283,Mahika Nayak,60,F,false
2569,1284,Yahvi Ratti,85,F,false
2570,1284,Urvashi Saha,29,F,false
2571,1285,Omkaar Dayal,83,M,false
2572,1285,Ryan Balakrishnan,25,M,false
2573,1285,Wyatt Barad,10,M,false
2574,1286,Champak Sengupta,85,M,false
2575,1286,Michael Narula,56,M,false
2576,1286,Warhi Shukla,50,F,false
2577,1287,Dhruv Dua,36,M,false
2578,1288,Aahana Krishnamurthy,55,F,false
2579,1288,Jyoti Mody,6,F,false
2580,1288,Yashawini Gaba,56,F,false
2581,1289,Veda Deshpande,76,F,false
2582,1289,Ikshita Dixit,80,F,false
2583,1289,Patrick Gopal,68,M,false
2584,1290,Warjas Keer,64,M,false
2585,1291,Zayan Tara,25,M,false
2586,1292,Veer Garg,25,M,false
2587,1292,Hritik Nori,61,M,false
2588,1293,Abhiram Gade,69,M,false
2589,1293,Amruta Kibe,72,F,false
2590,1294,Siddharth Hayre,74,M,false
2591,1294,Rehaan Mangat,52,M,true
2592,1295,Lila Deshmukh,45,F,false
2593,1296,Jeet Kaul,80,M,false
2594,1297,Ronith Palan,13,M,false
2595,1297,Jagdish Brahmbhatt,6,M,false
2596,1298,Utkarsh Ravel,78,M,false
2597,1298,Garima Solanki,5,F,false
2598,1299,Ojas Kara,4,M,false
2599,1299,Nachiket Aggarwal,80,M,false
2600,1299,Farhan Bhalla,7,M,false
2601,1300,Samesh Samra,55,M,false
2602,1300,Jason Madan,39,M,false
2603,1300,Devika Lala,20,F,false
2604,1301,Chakradhar Prasad,53,M,false
2605,1301,Guneet Kumer,11,M,false
2606,1301,Gaurang Sagar,58,M,false
2607,1302,Sai Garg,45,M,false
2608,1302,Hemani Kalla,3,F,false
2609,1302,Rajata Sharaf,28,F,false
2610,1303,Meghana Majumdar,18,F,false
2611,1303,Qabil Patil,42,M,false
2612,1304,Niharika Jani,60,F,false
2613,1304,Maanav Din,26,M,false
2614,1304,Brinda Cheema,59,F,false
2615,1305,Omkaar Lanka,25,M,false
2616,1306,Nandini Natarajan,26,F,false
2617,1306,Maanas Ganesan,61,M,false
2618,1307,Zinal Mistry,20,F,false
2619,1307,Netra Radhakrishnan,27,F,false
2620,1308,Zayyan Choudhary,57,M,false
2621,1308,Bishakha Edwin,41,F,false
2622,1308,Darsh Reddy,56,M,false
2623,1309,Xalak Ghose,30,F,false
2624,1309,Sara Mani,85,F,false
2625,1310,Zashil Sathe,42,M,false
2626,1310,Lajita Sastry,58,F,false
2627,1310,Ojasvi Kala,50,F,true
2628,1311,Ridhi Dani,81,F,false
