ComplainantID,CaseMasterID,ComplainantName,AgeYear,OccupationID,ReligionID,CasteID,GenderID
1548,1033,Utkarsh Gill,27,11,4,10,1
1549,1034,Jeet Edwin,58,2,2,10,1
1550,1034,Bhavna Purohit,75,11,1,1,2
1551,1035,Aachal Mani,27,4,1,9,2
1552,1035,Yash Rana,45,8,1,4,1
1553,1036,Viraj Venkatesh,49,5,5,4,1
1554,1037,Samaksh Krishnamurthy,24,3,7,7,1
1555,1038,Fiyaz Thakur,65,7,1,4,1
1556,1038,Edhitha Bansal,51,10,1,4,2
1557,1039,Balhaar Pillai,42,5,1,7,1
1558,1040,Dalbir Sachar,42,7,1,6,1
1559,1040,Riya Mistry,50,11,1,3,2
1560,1041,Advik Murty,22,8,1,4,1
1561,1042,Ira Babu,66,10,1,4,2
1562,1042,Teerth Din,62,5,1,2,1
1563,1043,Ekiya Mittal,39,11,3,8,2
1564,1043,Krisha Dhar,38,9,1,9,2
1565,1044,Ishaan Sarna,50,11,1,1,1
1566,1045,Widisha Rastogi,53,12,1,1,2
1567,1045,Viraj Prabhu,42,7,1,7,1
1568,1046,Vincent De,52,9,1,1,1
1569,1047,Charan Korpal,54,6,1,1,3
1570,1048,Daksha Merchant,41,7,1,1,2
1571,1048,Avi Palla,45,12,1,4,1
1572,1049,Reyansh Sant,67,6,1,9,1
1573,1050,Manan Pant,36,7,1,10,1
1574,1051,Anmol Srinivas,35,11,1,5,1
1575,1051,Patrick Narula,21,11,1,4,1
1576,1052,Mohammed Toor,75,7,3,2,1
1577,1052,Aashi Chaudhuri,20,5,1,5,2
1578,1053,Krishna Bhasin,66,5,2,2,1
1579,1053,Ikbal Verma,63,11,1,10,1
1580,1054,Advik Sen,68,10,1,9,1
1581,1054,Oliver Sharma,42,1,2,9,1
1582,1055,Omisha Mane,65,2,1,2,2
1583,1056,Atharv Varughese,25,5,1,6,1
1584,1057,Urvashi Sura,24,9,1,10,2
1585,1058,Andrew Toor,60,5,1,1,1
1586,1058,Ganga Purohit,70,9,1,5,2
1587,1059,Urvi Loke,68,3,1,3,2
1588,1059,Ekta Hegde,49,9,2,1,2
1589,1060,Rehaan Majumdar,54,3,1,10,1
1590,1061,Januja Barman,66,11,1,10,2
1591,1062,Nidra Arora,50,6,2,6,2
1592,1063,Gunbir Sahota,49,11,1,1,1
1593,1064,Sathvik Doshi,69,1,4,4,1
1594,1064,Lakshmi Kade,23,9,1,10,2
1595,1065,Bachittar Gade,75,12,1,7,1
1596,1065,Libni Subramanian,63,10,1,4,2
1597,1066,Januja Sidhu,59,8,1,8,2
1598,1066,Yatin Comar,38,2,1,6,1
1599,1067,Victor Oommen,40,5,1,7,1
1600,1067,Wahab Kuruvilla,29,2,1,2,1
1601,1068,Omisha Vyas,61,1,1,9,2
1602,1068,Yoshita Mallick,34,4,2,8,2
1603,1069,Isaiah Bains,49,1,5,10,1
1604,1070,Warhi Magar,49,3,1,3,2
1605,1070,Yashoda Mital,40,6,1,7,2
1606,1071,Samaksh Behl,23,5,1,5,1
1607,1071,Kabir Chhabra,57,5,1,8,1
1608,1072,Jasmit Kanda,28,4,1,10,2
1609,1072,Vincent Dua,61,3,7,7,1
1610,1073,Zayyan Patil,42,6,5,6,1
1611,1073,Ryan Saini,65,4,1,4,1
1612,1074,Mason Bumb,32,9,1,9,1
1613,1074,Gautami Srivastava,39,7,1,5,2
1614,1075,Naksh Bhandari,73,12,2,4,1
1615,1075,Samaksh Sankaran,44,12,1,3,1
1616,1076,Sarthak Solanki,59,3,1,6,1
1617,1076,Osha Prabhakar,35,4,1,4,2
1618,1077,Nikita Keer,25,9,1,9,2
1619,1077,Vyanjana Randhawa,74,9,2,10,3
1620,1078,Samaksh Sani,58,7,1,8,1
1621,1078,Luke Kohli,47,3,1,9,1
1622,1079,Om Dutta,60,10,1,2,1
1623,1079,Riya Butala,44,10,7,4,2
1624,1080,Benjamin Butala,60,11,2,4,1
1625,1081,Falguni Zachariah,35,4,1,7,2
1626,1081,Xiti Chanda,65,10,1,8,2
1627,1082,Atharv Agate,73,11,1,1,1
1628,1082,Hema Bali,61,2,1,5,2
1629,1083,Mugdha Peri,73,3,1,5,2
1630,1084,Caleb Baria,34,11,1,10,1
1631,1084,Nilima Narayanan,30,2,1,3,2
1632,1085,Anjali Butala,57,10,5,3,2
1633,1085,Aachal Handa,54,9,1,2,2
1634,1086,Rohan Swaminathan,36,10,1,10,1
1635,1086,Lila Manne,70,7,1,10,2
1636,1087,Meghana Devi,24,3,1,7,2
1637,1088,Vihaan Lad,29,12,3,1,1
1638,1089,Chanakya Taneja,26,10,1,2,1
1639,1090,Lucky Balay,62,10,6,10,1
1640,1091,Omkaar Gaba,65,8,1,8,1
1641,1091,Upkaar Parmer,72,5,1,2,1
1642,1092,Nandini Rattan,26,5,1,5,2
1643,1093,Jacob More,49,4,2,10,1
1644,1094,Jagrati Khosla,39,1,1,7,2
1645,1094,Falan Dubey,37,7,2,2,1
1646,1095,Balveer Bhargava,47,7,4,10,1
1647,1096,Falak Chokshi,57,2,1,10,2
1648,1096,Edhitha Dixit,58,12,1,9,2
1649,1097,Megha Natarajan,56,8,3,4,2
1650,1098,Jagdish Subramaniam,31,12,1,5,1
1651,1098,Samarth Das,20,12,1,6,1
1652,1099,Jagrati Solanki,47,5,2,3,2
1653,1100,Qabil Dugar,32,8,2,4,1
1654,1100,Inaya Pai,69,12,2,8,2
1655,1101,Arya Balay,31,7,1,10,2
1656,1102,Saumya Grover,21,7,1,4,2
1657,1103,Vedika Rao,34,10,7,10,2
1658,1103,Varenya Deol,35,8,5,1,2
1659,1104,Udyati Murty,56,12,1,3,2
1660,1104,Aarini Gala,74,6,1,6,2
1661,1105,Sarthak Chander,28,6,2,6,1
1662,1106,Oviya Divan,28,8,1,10,2
1663,1106,Ekaraj Khatri,60,10,1,2,1
1664,1107,Liam Jain,26,3,1,9,1
1665,1107,Turvi Barad,55,3,1,3,2
1666,1108,Pranit Oza,24,11,2,9,1
1667,1109,Pahal Agate,25,8,1,3,2
1668,1109,Wyatt Thaker,75,6,1,4,1
1669,1110,Jagvi Divan,50,9,2,9,2
1670,1110,Yashawini Mahal,53,9,3,3,2
1671,1111,Guneet Saran,55,7,1,3,1
1672,1112,Utkarsh Mannan,38,1,1,9,1
1673,1112,Anya Mane,37,7,1,6,2
1674,1113,Aditya Reddy,18,6,1,10,1
1675,1114,Warjas Sahni,33,11,1,3,1
1676,1115,Kala Murty,23,2,1,3,2
1677,1116,Varenya Lanka,52,1,1,2,2
1678,1116,Anirudh Karnik,50,1,2,4,1
1679,1117,Rudra Lanka,31,1,1,7,1
1680,1117,Ishwar Baria,39,11,1,8,1
1681,1118,Umang Khare,34,12,2,4,1
1682,1118,Aarav Sani,58,2,1,1,1
1683,1119,Baljiwan Mahal,75,7,1,3,1
1684,1120,Abhiram Thaker,25,7,1,3,1
1685,1121,Atharv Taneja,48,12,1,10,1
1686,1122,Maanas D’Alia,21,6,2,10,1
1687,1122,Robert Narasimhan,63,3,1,10,1
1688,1123,Irya Atwal,57,11,1,3,2
1689,1123,Balveer Narasimhan,61,9,1,10,1
1690,1124,Wakeeta Bail,48,6,3,2,2
1691,1125,Dhruv Kuruvilla,55,11,1,8,1
1692,1126,Madhav Kurian,70,10,1,3,1
1693,1127,Gaurika Sandhu,37,1,2,3,2
1694,1128,Gautami Pathak,20,9,1,7,2
1695,1128,Mitali More,67,4,6,6,2
1696,1129,Brinda Dugal,74,7,1,7,2
1697,1129,Aadhya Khatri,45,11,3,6,2
1698,1130,Krishna Gola,69,8,1,4,1
1699,1130,Varsha Nazareth,71,8,6,1,2
1700,1131,Zashil Warrior,25,2,2,4,1
1701,1131,Yashodhara Das,73,8,1,3,2
1702,1132,Liam Chacko,45,7,1,6,1
1703,1133,Charita Pandit,29,12,1,7,2
1704,1133,Rishi Gulati,36,6,2,7,1
1705,1134,Aditya Chadha,21,2,1,3,1
1706,1134,Finn Dhingra,49,12,1,8,1
1707,1135,Gaurika Vig,70,10,2,1,2
1708,1136,Wakeeta Panchal,74,8,1,8,2
1709,1137,Onkar Ramachandran,25,10,1,2,1
1710,1137,Charles Vala,59,7,1,3,1
1711,1138,Jagvi Ganesh,25,11,2,3,2
1712,1139,Wyatt Bhavsar,43,6,1,8,1
1713,1139,Yug Shankar,66,6,1,4,1
1714,1140,Naveen Pillay,49,4,1,1,1
1715,1141,Anvi Bansal,54,4,2,9,2
1716,1142,Ijaya Aggarwal,69,6,2,2,2
1717,1142,Abhiram Pradhan,19,9,2,7,1
1718,1143,Triya Amble,25,7,1,5,2
1719,1144,Vincent Chada,73,3,1,9,1
1720,1145,Chanakya Verma,32,3,1,5,1
1721,1146,Ekansh Solanki,74,6,7,2,1
1722,1146,Onkar Dar,29,7,1,2,1
1723,1147,Nitara Korpal,75,12,1,8,2
1724,1147,Unnati Memon,23,10,6,1,2
1725,1148,Chatresh Bhakta,50,5,3,2,1
1726,1149,Ekapad Kuruvilla,59,6,1,4,1
1727,1149,Ganga Mand,42,2,1,1,2
1728,1150,Tripti Borde,30,2,1,4,2
1729,1150,Baljiwan Tara,56,4,1,8,1
1730,1151,Mason Ray,56,6,1,10,1
1731,1152,Amara Mane,29,1,1,6,2
1732,1153,Hiral Chander,49,5,2,9,2
1733,1154,Chandresh Patil,34,9,1,8,1
1734,1154,Champak Lalla,36,3,5,4,1
1735,1155,Nitara Dasgupta,54,1,2,2,2
1736,1155,Hitesh Brar,47,3,1,9,1
1737,1156,Arya Malhotra,26,6,1,8,2
1738,1157,Balveer Mishra,39,7,1,4,1
1739,1158,Daksha Raval,75,1,1,6,2
1740,1159,Nachiket Salvi,65,8,1,6,1
1741,1160,Ojas Luthra,38,4,1,6,1
1742,1161,Ekapad Biswas,45,8,1,4,1
1743,1162,Aahana Chhabra,39,8,2,5,2
1744,1162,Ansh Singh,75,5,1,3,1
1745,1163,Samaksh Chhabra,20,11,1,4,1
1746,1163,Fariq Kota,21,9,1,10,1
1747,1164,Oliver Ganguly,22,11,2,7,1
1748,1165,Charles Badal,30,9,7,7,1
1749,1165,Janani Date,37,11,6,9,2
1750,1166,Yashoda Khare,25,11,1,4,2
1751,1167,Aarnav Virk,31,3,3,2,1
1752,1168,Ijaya Tailor,56,7,1,7,2
1753,1168,Ayushman Sani,36,1,1,3,1
1754,1169,Sara Hans,63,2,7,8,2
1755,1169,Pooja Deshpande,55,5,1,6,2
1756,1170,Samesh Mani,33,12,4,6,1
1757,1171,Kritika Dash,50,10,1,2,2
1758,1172,Joshua Tank,53,3,1,6,1
1759,1173,Dakshesh Ravi,54,12,2,9,1
1760,1174,Jonathan Dave,47,5,2,5,1
1761,1174,Dipta Kothari,43,4,1,3,2
1762,1175,Anusha Kashyap,32,3,1,5,2
1763,1175,Aradhana Bora,46,8,1,2,2
1764,1176,Ekani Kamdar,65,12,1,3,2
1765,1176,Daksh Agate,43,6,1,2,1
1766,1177,Christopher Atwal,48,4,2,8,1
1767,1177,Damyanti Om,47,9,1,7,2
1768,1178,Vansha Dhawan,56,9,3,5,2
1769,1178,David Pillay,67,3,1,8,1
1770,1179,Tripti Radhakrishnan,25,2,3,3,2
1771,1180,Tristan Jaggi,66,9,1,4,1
1772,1181,Harshil Ramachandran,74,7,1,4,1
1773,1181,Ijaya Kibe,43,4,5,2,2
1774,1182,Yash Mahal,18,3,1,8,1
1775,1182,Aryan Krishnan,55,7,2,7,1
1776,1183,Upma Sheth,64,8,1,1,2
1777,1183,Azaan Bhasin,74,8,2,6,1
1778,1184,Maanav Jani,51,4,1,2,1
1779,1185,Dayamai Mani,18,3,1,3,2
1780,1185,Lucky Mammen,43,5,1,4,1
1781,1186,Unni Atwal,54,1,1,2,2
1782,1186,Bachittar Sha,19,3,5,1,1
1783,1187,Max Kapur,29,6,4,9,1
1784,1187,Harish Majumdar,61,12,1,5,1
1785,1188,Robert Madan,54,8,2,10,1
1786,1188,Wriddhish Kannan,70,11,1,4,1
1787,1189,Ekani Badal,43,6,1,6,2
1788,1189,Xavier Rajagopalan,67,3,2,9,1
1789,1190,Elijah Choudhary,74,6,3,6,1
1790,1191,Reva Vig,51,7,1,9,2
1791,1191,Chandran Magar,50,4,1,6,1
1792,1192,Saksham Bahri,19,9,2,1,1
1793,1193,Damyanti Khurana,73,6,1,8,2
1794,1193,Jonathan Konda,56,12,2,9,1
1795,1194,Yuvraj Wadhwa,73,3,4,5,1
1796,1195,Falan Bahri,65,9,3,3,1
1797,1196,Shaurya Om,38,12,1,5,1
1798,1196,Wridesh Hari,74,5,1,4,1
1799,1197,Darika Mohan,30,2,1,10,2
1800,1197,Jeremiah Magar,35,10,1,5,1
1801,1198,Sai Parikh,49,3,1,8,1
1802,1198,Ranveer Sodhi,19,7,1,6,1
1803,1199,Krisha Nair,42,2,1,1,2
1804,1199,Om Parikh,42,4,1,3,1
1805,1200,Jai Walia,72,10,1,3,1
1806,1200,Yatin Kari,39,11,2,7,1
1807,1201,Abhiram Bose,49,9,1,5,1
1808,1202,Ekantika Kashyap,75,5,1,6,2
1809,1203,Anya Jayaraman,73,8,1,3,2
1810,1204,Triveni Warrior,56,3,6,10,2
1811,1205,Dalaja Sastry,60,10,1,9,2
1812,1205,Indrajit Kala,20,8,2,8,1
1813,1206,Qasim Chatterjee,23,6,1,9,1
1814,1207,Kabir Apte,47,10,1,6,1
1815,1208,Darpan Mand,39,6,1,7,1
1816,1208,Henry Chander,37,4,1,7,1
1817,1209,Kashish Dani,57,11,1,9,2
1818,1209,Ladli Yadav,58,10,1,2,2
1819,1210,Anya Soni,23,2,1,9,2
1820,1211,Geetika Ahuja,32,11,1,1,2
1821,1212,Janaki Sabharwal,18,7,1,8,2
1822,1212,Chandresh Chakrabarti,35,4,1,1,1
1823,1213,Maya Acharya,52,10,1,2,2
1824,1213,Owen Parikh,68,8,1,8,1
1825,1214,Gayathri Bala,48,3,3,3,2
1826,1214,Advaith Maharaj,59,5,1,2,1
1827,1215,Gabriel Dugar,28,9,1,8,1
1828,1216,Arin Gola,52,12,2,3,1
1829,1216,Jagrati Hora,69,11,5,9,2
1830,1217,Manbir Sharma,74,5,1,10,1
1831,1217,Umang Kara,30,9,1,9,1
1832,1218,Amol Dalal,68,7,1,7,1
1833,1218,Rajeshri Mistry,48,12,7,7,2
1834,1219,Ganga Bhatnagar,74,6,1,2,2
1835,1219,Warjas Radhakrishnan,36,12,2,7,1
1836,1220,Harinakshi Prasad,59,5,1,5,2
1837,1221,Zinal Gill,23,7,2,8,2
1838,1221,Darika Chad,67,1,1,8,2
1839,1222,Jagvi Bora,59,4,4,1,2
1840,1222,Triya Chopra,21,2,2,6,2
1841,1223,Ishwar Ganesan,18,5,1,4,1
1842,1223,Yoshita Wali,55,2,1,4,2
1843,1224,Upkaar Dugar,72,8,1,8,1
1844,1224,Vanya Sandal,42,6,5,5,2
1845,1225,Tristan Mallick,56,9,1,7,1
1846,1226,Kalpit Kala,70,1,1,8,1
1847,1226,Guneet Ravi,50,2,1,3,1
1848,1227,Raghav Wason,61,1,1,1,1
1849,1228,Chakradev D’Alia,36,5,1,2,1
1850,1229,Avi Karpe,51,6,1,3,1
1851,1230,Wriddhish Rana,51,6,1,9,1
1852,1230,Avni Vasa,31,12,2,9,2
1853,1231,Kala Date,39,3,2,5,2
1854,1232,Aryan Trivedi,35,8,7,1,1
1855,1232,Jai Yohannan,61,8,2,8,1
1856,1233,Omkaar Vohra,74,4,1,4,1
1857,1234,Leela Lal,64,10,1,8,2
1858,1234,Ekanta Gokhale,72,1,1,3,2
1859,1235,Unni Swaminathan,18,9,1,10,2
1860,1236,Ekaraj Kannan,64,3,3,6,1
1861,1236,Ethan Sathe,63,5,1,5,1
1862,1237,Siddharth Buch,54,3,1,5,1
1863,1237,Victor Gala,39,9,2,2,1
1864,1238,Pahal Balan,38,3,1,7,2
1865,1239,Abdul Bala,66,8,1,5,1
1866,1240,Alexander Chacko,71,10,2,3,1
1867,1241,Gayathri Bumb,33,12,1,6,2
1868,1241,Girish Srivastava,45,11,1,4,1
1869,1242,Theodore Yohannan,35,6,2,10,1
1870,1243,Barkha Bal,27,12,1,8,2
1871,1244,Patrick Munshi,68,4,1,5,1
1872,1244,Dakshesh Thaman,33,6,1,1,1
1873,1245,Mugdha Lal,58,5,7,5,2
1874,1245,Chaman Divan,30,1,2,9,2
1875,1246,Maanas Swaminathan,45,6,2,2,1
1876,1246,Faqid Gill,25,3,1,9,1
1877,1247,Zashil Basak,42,7,1,10,1
1878,1247,Ranveer Singh,54,1,1,3,1
1879,1248,Zehaan Saran,43,2,4,1,1
1880,1248,Amara Basu,72,12,4,1,2
1881,1249,Aarav Lal,70,4,4,7,1
1882,1250,Saanvi Pai,21,7,5,4,2
1883,1251,Chanchal Pathak,64,7,6,2,2
1884,1252,Falan Ravel,57,6,1,8,1
1885,1253,Darsh Keer,51,10,1,7,1
1886,1253,Falan Luthra,31,4,1,3,1
1887,1254,Naveen Pingle,61,6,1,9,1
1888,1254,Qadim Mukherjee,47,10,1,8,1
1889,1255,Raghav Barman,36,2,1,2,1
1890,1255,Vrinda Bera,63,2,2,3,2
1891,1256,Hemang Khosla,68,9,2,4,1
1892,1256,Victor Pant,63,11,1,1,1
1893,1257,Zansi Goyal,45,8,2,3,2
1894,1258,Bhavini Bhat,68,3,4,9,2
1895,1259,Arjun Das,56,7,2,7,1
1896,1260,Jonathan Wadhwa,54,9,1,7,1
1897,1260,Aarnav Lal,53,9,3,8,1
1898,1261,Hema Som,67,4,1,3,2
1899,1261,Kritika Varty,42,6,7,8,2
1900,1262,Saanvi Guha,20,11,2,5,2
1901,1262,Sudiksha Loyal,26,5,1,1,2
1902,1263,Faras Bhatti,60,7,2,2,1
1903,1264,Ryan Merchant,18,2,1,9,1
1904,1264,Yutika Mohanty,55,12,1,4,2
1905,1265,Neha Dutt,53,8,1,9,2
1906,1266,Keya Saini,28,11,1,7,2
1907,1267,Raksha Wadhwa,23,5,1,8,2
1908,1267,Jalsa Chawla,21,4,2,3,2
1909,1268,Ladli Butala,69,2,1,3,2
1910,1268,Anmol Ramakrishnan,49,12,1,3,1
1911,1269,Robert Dugar,50,5,3,9,1
1912,1269,Rachit Mannan,72,3,3,3,1
1913,1270,Idika Rau,48,1,1,1,2
1914,1271,Raksha Oak,47,12,1,5,2
1915,1271,Manan Handa,54,11,3,5,1
1916,1272,Brijesh Singhal,42,5,1,9,1
1917,1273,Nikita Sabharwal,21,6,2,4,2
1918,1273,Maanav Varghese,67,9,2,7,1
1919,1274,Isaiah Chopra,21,2,1,7,1
1920,1274,Kavya Tella,52,2,2,8,2
1921,1275,Manya Narula,26,3,1,8,2
1922,1275,Vidhi Bhatia,24,12,4,6,2
1923,1276,Anirudh Mann,43,6,1,1,1
1924,1277,Mugdha Khare,73,8,2,10,2
1925,1277,Janaki Joshi,38,5,1,6,2
1926,1278,Indali Vora,51,11,1,6,2
1927,1278,Nisha Das,34,3,1,8,2
1928,1279,Janya Dhaliwal,53,6,1,2,2
1929,1280,Chakradev Chandra,47,8,1,2,1
1930,1280,Zansi Shukla,35,9,1,7,2
1931,1281,Arunima Issac,51,12,1,6,2
1932,1281,Chakradev Hora,65,7,1,6,1
1933,1282,Hritik Desai,21,6,1,4,1
1934,1282,Neel Kara,28,12,1,4,1
1935,1283,Tanvi Banerjee,25,11,1,8,2
1936,1283,Chakrika Tiwari,25,5,4,1,2
1937,1284,Omisha Ramachandran,21,7,1,9,2
1938,1285,Vihaan Tella,25,3,1,10,1
1939,1286,Zaitra Anand,60,4,2,4,2
1940,1286,Hiral Joshi,65,8,1,5,2
1941,1287,Amruta Chhabra,68,1,2,5,2
1942,1288,Sarthak Choudhury,18,6,1,5,1
1943,1289,Abeer Konda,68,9,1,9,1
1944,1290,Osha Sodhi,23,4,7,10,2
1945,1291,Libni Mander,59,3,5,2,2
1946,1291,Triya Aggarwal,34,3,5,7,2
1947,1292,Rohan Pillai,52,6,1,1,1
1948,1292,Ekalinga Bhardwaj,74,3,1,2,1
1949,1293,Nimrat Bobal,35,1,1,2,2
1950,1294,Zansi Mangat,45,11,2,7,2
1951,1294,Madhav Kara,49,6,1,5,1
1952,1295,Rushil Wagle,61,4,6,6,1
1953,1295,Pavani Bala,75,8,1,8,2
1954,1296,Samar Hayer,75,4,1,7,1
1955,1296,Farhan Kale,37,3,1,8,1
1956,1297,Bina Khatri,27,5,1,8,2
1957,1297,Mahika Nayak,31,12,6,10,2
1958,1298,Ubika Bose,47,6,1,3,2
1959,1298,Lakshmi Bansal,66,1,1,8,2
1960,1299,Eiravati Venkatesh,53,12,1,8,2
1961,1300,Ansh Peri,49,6,1,1,1
1962,1301,Pahal Khanna,48,1,1,2,2
1963,1301,Rudra Sangha,70,5,2,6,1
1964,1302,Aradhana Venkataraman,59,5,2,3,2
1965,1303,Devika Dave,60,8,2,10,2
1966,1304,Aditya Basak,35,6,1,8,1
1967,1305,Ayaan Venkatesh,23,8,1,7,1
1968,1305,Pranit Ramakrishnan,53,4,7,8,1
1969,1306,Chanchal Bala,61,7,1,9,2
1970,1306,Ganga Shah,65,12,1,10,2
1971,1307,Oeshi Kala,42,4,2,9,2
1972,1308,Gagan Kamdar,71,4,1,1,1
1973,1309,Onkar Parekh,32,2,1,8,1
1974,1310,Tanveer Upadhyay,34,10,1,3,1
1975,1311,Tejas Chopra,60,7,3,7,1
1976,1311,Watika Samra,19,7,1,7,2
1977,1312,Henry Vohra,47,9,1,7,1
1978,1312,Maanav Baria,51,1,1,4,1
1979,1313,Jai Modi,67,8,1,8,1
1980,1314,Udarsh Hari,42,8,1,6,1
1981,1315,Neha Khanna,31,11,1,2,2
1982,1316,Zarna Deshpande,50,6,6,3,2
1983,1317,Chakradhar Kala,51,11,1,4,3
1984,1317,Ridhi Dash,50,12,1,7,2
1985,1318,Dalaja Prabhakar,25,4,1,6,2
1986,1319,Aditya Batta,21,6,1,2,1
1987,1319,Bachittar Mann,60,3,1,6,1
1988,1320,Hemani Babu,50,2,7,8,2
1989,1321,Lakshmi Gandhi,48,11,1,9,2
1990,1321,Shivansh Prashad,47,4,1,6,1
1991,1322,Vasatika Chakraborty,18,11,1,4,2
1992,1323,Eta Wason,33,10,7,6,2
1993,1323,Rehaan Kothari,50,1,1,10,1
1994,1324,Noah Chauhan,51,1,2,1,1
1995,1324,Aishani Tella,64,11,1,4,2
1996,1325,Indali Gill,42,6,1,8,2
1997,1326,Darika Goyal,38,1,1,4,2
1998,1327,Manan Dhaliwal,24,12,1,9,1
1999,1328,Saksham Bhakta,25,10,1,5,1
2000,1328,Alka Solanki,73,2,6,9,2
2001,1329,Rushil Dalal,52,3,1,5,1
2002,1330,Sathvik Balasubramanian,59,6,2,6,1
2003,1330,Gagan Kalita,74,11,1,9,1
2004,1331,Ishaan Venkatesh,66,10,7,10,1
2005,1331,Nicholas Pathak,64,2,1,7,1
2006,1332,Ekapad Badal,32,9,1,7,1
2007,1333,Aadhya Padmanabhan,59,2,6,9,2
2008,1334,Dhriti Dhar,64,10,1,6,2
2009,1335,Panini Balan,61,2,1,1,2
2010,1336,Samaksh Parmer,19,9,2,8,1
2011,1336,Teerth Lata,24,10,1,7,1
2012,1337,Rayaan Radhakrishnan,31,11,1,1,1
2013,1337,Tanvi Bora,20,10,1,3,2
2014,1338,Advika Subramaniam,32,10,1,2,2
2015,1339,Chavvi Dhingra,35,1,1,4,2
2016,1340,Naksh Nayar,70,7,1,1,1
2017,1341,Ladli Handa,24,7,1,7,2
2018,1342,Sudiksha Dixit,64,2,1,6,2
2019,1343,Nimrat Upadhyay,51,10,1,8,2
2020,1344,Anmol Balan,22,12,1,6,1
2021,1344,Waida Kapur,70,11,1,7,2
2022,1345,Aarini Varkey,56,1,1,7,2
2023,1346,Shivani Ramachandran,39,5,1,5,2
2024,1347,Ayaan Dada,59,3,1,3,1
2025,1347,Yashasvi Jaggi,59,7,1,8,2
2026,1348,Chaitaly Hans,35,6,7,7,2
2027,1348,Amara Bava,71,7,1,6,2
2028,1349,Raghav Wable,26,12,2,3,1
2029,1350,Maya Buch,34,9,3,8,2
2030,1350,Balhaar Nagy,44,1,5,10,1
2031,1351,Sudiksha Reddy,74,5,1,10,3
2032,1351,Guneet Savant,74,11,1,5,1
2033,1352,Eshana Bedi,22,8,7,5,2
2034,1352,Imaran Mammen,37,10,1,8,1
2035,1353,Adweta Tandon,52,9,2,7,2
2036,1354,Timothy Manda,21,11,4,10,1
2037,1355,Gautami Bhardwaj,71,3,6,8,2
2038,1355,Ekiya Rau,66,7,1,1,2
2039,1356,Eiravati Devan,31,2,2,8,2
2040,1356,Aditya Chanda,50,6,1,1,1
2041,1357,Vritti Rajagopalan,18,9,1,7,2
2042,1358,Faris Bhavsar,19,3,1,9,1
2043,1358,Alka Ranganathan,30,7,1,8,2
2044,1359,Bahadurjit Hayer,23,6,2,9,1
2045,1359,Harrison Setty,33,10,1,10,1
2046,1360,Chanchal Deo,50,7,5,7,2
2047,1361,Praneel Garg,18,5,1,5,1
2048,1361,Pooja Rattan,31,12,1,8,2
2049,1362,Vinaya Buch,47,11,1,3,2
2050,1363,Aashi Jayaraman,65,4,1,1,2
2051,1364,Charan Brar,47,5,1,7,1
2052,1364,Aachal Raghavan,19,5,4,6,2
2053,1365,Imaran Sami,41,9,3,4,1
2054,1366,Yashvi Nadkarni,37,10,5,9,2
2055,1366,Vivaan Tandon,21,6,3,5,1
2056,1367,Raghav Dara,51,9,1,9,1
2057,1368,Janani Sem,40,6,1,8,2
2058,1369,Manbir Mohanty,54,6,1,1,1
2059,1369,Arya Ganguly,66,10,3,2,2
2060,1370,Arjun Dhaliwal,64,12,2,9,1
2061,1371,Manan Uppal,20,3,1,6,1
2062,1372,Charvi Sankar,73,8,1,1,2
2063,1373,Meghana Bera,46,4,1,8,2
2064,1373,Varsha Jayaraman,49,9,1,9,2
2065,1374,Charan Rao,41,8,1,5,1
2066,1375,Chatura Dhar,30,2,1,10,1
2067,1376,Xalak Varghese,22,12,2,4,3
2068,1376,Idika Borde,30,9,4,7,2
2069,1377,Faris Chanda,26,11,1,3,1
2070,1377,Hemani Chaudry,28,11,1,9,2
2071,1378,Leena Venkataraman,45,5,1,4,2
2072,1378,Frederick Oak,41,3,6,8,1
2073,1379,Theodore Kaur,47,4,1,8,1
2074,1379,Jack Zacharia,52,3,4,6,1
2075,1380,Dakshesh Varma,26,4,2,2,1
2076,1381,Nathaniel Rege,24,12,1,9,1
2077,1381,Pallavi Karnik,52,11,1,1,2
2078,1382,Advay Tailor,71,7,1,5,1
2079,1382,Saksham Dani,57,1,1,2,1
2080,1383,William Bhat,71,7,1,4,1
2081,1383,Yadavi Keer,19,9,1,3,2
2082,1384,Ethan Aurora,74,6,1,3,1
2083,1385,Aadhya Puri,73,9,1,2,2
2084,1385,Chaman Garg,37,2,1,6,2
2085,1386,Jasmit Palla,67,6,1,9,2
2086,1386,Fariq Chadha,23,5,1,8,1
2087,1387,Qadim Aurora,40,6,1,8,1
2088,1387,Udarsh Cheema,59,6,1,8,1
2089,1388,Samaksh Doctor,69,4,1,5,1
2090,1389,Gagan Bora,53,8,1,2,1
2091,1389,Omisha Rao,23,10,1,6,2
2092,1390,Anusha Warrior,41,4,1,5,2
2093,1390,Kamya Sani,30,8,2,8,2
2094,1391,Adweta Dutt,72,11,1,2,2
2095,1391,Anirudh Narayanan,34,4,5,7,1
2096,1392,Jyoti Sant,23,10,1,9,2
2097,1393,Yashica Manne,60,8,1,4,2
2098,1394,Manthan Nazareth,41,1,1,6,1
2099,1395,Chaman Mander,67,10,1,5,2
2100,1395,Varsha Tripathi,71,2,1,2,2
2101,1396,Andrew Sastry,38,1,1,2,1
2102,1396,Rachana Gola,39,10,1,10,2
